,Unnamed: 0,link,title,abstract,authors,keywords,fuente,categoria,key,categoria1,categoria2
79,79,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073991345&origin=inward,Influence of microRNAs and exosomes in muscle health and diseases,"© 2019, Springer Nature Switzerland AG.microRNAs are short, (18–22 nt) non-coding RNAs involved in important cellular processes due to their ability to regulate gene expression at the post-transcriptional level. Exosomes are small (50–200 nm) extracellular vesicles, naturally secreted from a variety of living cells and are believed to mediate cell–cell communication through multiple mechanisms, including uptake in destination cells. Circulating microRNAs and exosome-derived microRNAs can have key roles in regulating muscle cell development and differentiation. Several microRNAs are highly expressed in muscle and their regulation is important for myocyte homeostasis. Changes in muscle associated microRNA expression are associated with muscular diseases including muscular dystrophies, inflammatory myopathies, and congenital myopathies. In this review, we aim to highlight the biology of microRNAs and exosomes as well as their roles in muscle health and diseases. We also discuss the potential crosstalk between skeletal and cardiac muscle through exosomes and their contents.",0,0,scopus,"['cellular telephone systems', 'destination nodes', 'communication', 'ad hoc networks', 'wireless sensor networks', 'coding techniques', 'programming theory', 'network coding', 'image coding', 'wireless', 'cellular radio systems', 'coding scheme', 'cellular', 'routing protocols']",Ullrich congenital muscular dystrophy,"['Influence', 'microRNAs', 'exosomes', 'muscle', 'health', 'diseases']","['short', 'non', '-', 'coding', 'RNAs', 'important', 'cellular', 'processes', 'ability', 'gene', 'expression', 'post', '-', 'transcriptional', 'level', 'Exosomes', 'small', 'nm', 'extracellular', 'vesicles', 'variety', 'cells', 'cell', 'cell', 'communication', 'multiple', 'mechanisms', 'uptake', 'destination', 'cells', 'microRNAs', 'exosome', 'microRNAs', 'key', 'roles', 'muscle', 'cell', 'development', 'differentiation', 'Several', 'microRNAs', 'muscle', 'regulation', 'important', 'myocyte', 'homeostasis', 'Changes', 'muscle', 'expression', 'muscular', 'diseases', 'muscular', 'dystrophies', 'inflammatory', 'myopathies', 'congenital', 'myopathies', 'review', 'biology', 'microRNAs', 'exosomes', 'roles', 'muscle', 'health', 'diseases', 'potential', 'crosstalk', 'skeletal', 'cardiac', 'muscle', 'exosomes', 'contents']"
80,80,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096035745&origin=inward,"Fattening chips: Hypertrophy, feeding, and fasting of human white adipocytes: In vitro","© 2020 The Royal Society of Chemistry.Adipose is a distributed organ that performs vital endocrine and energy homeostatic functions. Hypertrophy of white adipocytes is a primary mode of both adaptive and maladaptive weight gain in animals and predicts metabolic syndrome independent of obesity. Due to the failure of conventional culture to recapitulate adipocyte hypertrophy, technology for production of adult-size adipocytes would enable applications such as in vitro testing of weight loss therapeutics. To model adaptive adipocyte hypertrophy in vitro, we designed and built fat-on-a-chip using fiber networks inspired by extracellular matrix in adipose tissue. Fiber networks extended the lifespan of differentiated adipocytes, enabling growth to adult sizes. By micropatterning preadipocytes in a native cytoarchitecture and by adjusting cell-to-cell spacing, rates of hypertrophy were controlled independent of culture time or differentiation efficiency. In vitro hypertrophy followed a nonlinear, nonexponential growth model similar to human development and elicited transcriptomic changes that increased overall similarity with primary tissue. Cells on the chip responded to simulated meals and starvation, which potentiated some adipocyte endocrine and metabolic functions. To test the utility of the platform for therapeutic development, transcriptional network analysis was performed, and retinoic acid receptors were identified as candidate drug targets. Regulation by retinoid signaling was suggested further by pharmacological modulation, where activation accelerated and inhibition slowed hypertrophy. Altogether, this work presents technology for mature adipocyte engineering, addresses the regulation of cell growth, and informs broader applications for synthetic adipose in pharmaceutical development, regenerative medicine, and cellular agriculture.",0,0,scopus,"['cellular telephone systems', 'network analysis', 'electric network analysis', 'optical fibers', 'wireless', 'engineering', 'cellular radio systems', 'network protocols', 'sensors', 'network architecture', 'cellular']",Ullrich congenital muscular dystrophy,"['chips', 'human', 'white', 'adipocytes', 'vitro']","['distributed', 'organ', 'vital', 'endocrine', 'energy', 'homeostatic', 'functions', 'white', 'adipocytes', 'primary', 'mode', 'adaptive', 'maladaptive', 'weight', 'gain', 'animals', 'metabolic', 'syndrome', 'independent', 'obesity', 'failure', 'conventional', 'culture', 'adipocyte', 'hypertrophy', 'technology', 'production', 'adult', 'size', 'adipocytes', 'applications', 'such', 'vitro', 'testing', 'weight', 'loss', 'therapeutics', 'adaptive', 'adipocyte', 'hypertrophy', 'vitro', 'fat', 'chip', 'fiber', 'networks', 'extracellular', 'matrix', 'adipose', 'tissue', 'Fiber', 'networks', 'lifespan', 'differentiated', 'adipocytes', 'growth', 'adult', 'sizes', 'preadipocytes', 'native', 'cytoarchitecture', 'cell', 'cell', 'spacing', 'rates', 'hypertrophy', 'independent', 'culture', 'time', 'differentiation', 'efficiency', 'hypertrophy', 'nonlinear', 'nonexponential', 'growth', 'model', 'similar', 'human', 'development', 'transcriptomic', 'changes', 'overall', 'similarity', 'primary', 'tissue', 'Cells', 'chip', 'simulated', 'meals', 'starvation', 'adipocyte', 'endocrine', 'metabolic', 'functions', 'utility', 'platform', 'therapeutic', 'development', 'transcriptional', 'network', 'analysis', 'retinoic', 'acid', 'receptors', 'candidate', 'drug', 'targets', 'Regulation', 'retinoid', 'signaling', 'pharmacological', 'modulation', 'activation', 'inhibition', 'hypertrophy', 'work', 'technology', 'mature', 'adipocyte', 'engineering', 'regulation', 'cell', 'growth', 'broader', 'applications', 'synthetic', 'adipose', 'pharmaceutical', 'development', 'regenerative', 'medicine', 'cellular', 'agriculture']"
81,81,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096209015&origin=inward,Clinical and Genomic Evaluation of 207 Genetic Myopathies in the Indian Subcontinent,"© Copyright © 2020 Chakravorty, Nallamilli, Khadilkar, Singla, Bhutada, Dastur, Gaitonde, Rufibach, Gloster and Hegde.Objective: Inherited myopathies comprise more than 200 different individually rare disease-subtypes, but when combined together they have a high prevalence of 1 in 6,000 individuals across the world. Our goal was to determine for the first time the clinical- and gene-variant spectrum of genetic myopathies in a substantial cohort study of the Indian subcontinent. Methods: In this cohort study, we performed the first large clinical exome sequencing (ES) study with phenotype correlation on 207 clinically well-characterized inherited myopathy-suspected patients from the Indian subcontinent with diverse ethnicities. Results: Clinical-correlation driven definitive molecular diagnosis was established in 49% (101 cases; 95% CI, 42–56%) of patients with the major contributing pathogenicity in either of three genes, GNE (28%; GNE-myopathy), DYSF (25%; Dysferlinopathy), and CAPN3 (19%; Calpainopathy). We identified 65 variant alleles comprising 37 unique variants in these three major genes. Seventy-eight percent of the DYSF patients were homozygous for the detected pathogenic variant, suggesting the need for carrier-testing for autosomal-recessive disorders like Dysferlinopathy that are common in India. We describe the observed clinical spectrum of myopathies including uncommon and rare subtypes in India: Sarcoglycanopathies (SGCA/B/D/G), Collagenopathy (COL6A1/2/3), Anoctaminopathy (ANO5), telethoninopathy (TCAP), Pompe-disease (GAA), Myoadenylate-deaminase-deficiency-myopathy (AMPD1), myotilinopathy (MYOT), laminopathy (LMNA), HSP40-proteinopathy (DNAJB6), Emery-Dreifuss-muscular-dystrophy (EMD), Filaminopathy (FLNC), TRIM32-proteinopathy (TRIM32), POMT1-proteinopathy (POMT1), and Merosin-deficiency-congenital-muscular-dystrophy-type-1 (LAMA2). Thirteen patients harbored pathogenic variants in >1 gene and had unusual clinical features suggesting a possible role of synergistic-heterozygosity/digenic-contribution to disease presentation and progression. Conclusions: Application of clinically correlated ES to myopathy diagnosis has improved our understanding of the clinical and genetic spectrum of different subtypes and their overlaps in Indian patients. This, in turn, will enhance the global gene-variant-disease databases by including data from developing countries/continents for more efficient clinically driven molecular diagnostics.",0,0,scopus,"['signal processing', 'spectrum sensing', 'computer systems', 'intrinsic mode functions', 'database systems', 'frequency bands', 'correlation analysis', 'cognitive radio network', 'correlation coefficient', 'dynamic spectrum access', 'antennas', 'dynamic spectrum']",Ullrich congenital muscular dystrophy,['Indian'],"['Objective', 'Inherited', 'myopathies', 'more', 'different', 'rare', 'disease', 'subtypes', 'high', 'prevalence', 'individuals', 'world', 'goal', 'first', 'time', 'clinical-', 'gene', 'variant', 'spectrum', 'genetic', 'myopathies', 'substantial', 'cohort', 'study', 'Indian', 'subcontinent', 'Methods', 'cohort', 'study', 'first', 'large', 'clinical', 'exome', 'sequencing', 'study', 'phenotype', 'correlation', 'myopathy', 'patients', 'Indian', 'subcontinent', 'diverse', 'ethnicities', 'Results', 'Clinical', 'correlation', 'definitive', 'molecular', 'diagnosis', '%', 'cases', '%', '%', 'patients', 'major', 'contributing', 'pathogenicity', 'genes', '%', 'GNE', '%', '%', 'variant', 'alleles', 'unique', 'variants', 'major', 'genes', 'percent', 'DYSF', 'patients', 'homozygous', 'pathogenic', 'variant', 'need', 'carrier', 'testing', 'autosomal', 'recessive', 'disorders', 'common', 'clinical', 'spectrum', 'myopathies', 'uncommon', 'rare', 'subtypes', 'B', 'G', 'telethoninopathy', 'Pompe', 'deaminase', 'deficiency', 'AMPD1', 'myotilinopathy', 'Emery', 'Dreifuss', 'muscular', 'dystrophy', 'deficiency', 'congenital', 'muscular', 'dystrophy', 'patients', 'pathogenic', 'variants', 'gene', 'unusual', 'clinical', 'features', 'possible', 'role', 'synergistic', 'heterozygosity', 'digenic', 'contribution', 'presentation', 'progression', 'Conclusions', 'Application', 'diagnosis', 'understanding', 'clinical', 'genetic', 'spectrum', 'different', 'subtypes', 'overlaps', 'Indian', 'patients', 'turn', 'global', 'gene', 'variant', 'disease', 'databases', 'data', 'countries', 'continents', 'efficient', 'molecular', 'diagnostics']"
82,82,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091793819&origin=inward,"247th ENMC International Workshop: Muscle magnetic resonance imaging - Implementing muscle MRI as a diagnostic tool for rare genetic myopathy cohorts. Hoofddorp, The Netherlands, September 2019",0,0,0,scopus,"['fiber lasers', 'photonic crystal fibers', 'higher-order modes']",Ullrich congenital muscular dystrophy,"['247th', 'Muscle', 'magnetic', 'resonance', 'muscle', 'diagnostic', 'tool', 'rare', 'genetic', 'myopathy', 'cohorts']",[]
83,83,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85095688959&origin=inward,Usher Syndrome: Genetics and Molecular Links of Hearing Loss and Directions for Therapy,"© Copyright © 2020 Whatley, Francis, Ng, Khoh, Atlas, Dilley and Wong.Usher syndrome (USH) is an autosomal recessive (AR) disorder that permanently and severely affects the senses of hearing, vision, and balance. Three clinically distinct types of USH have been identified, decreasing in severity from Type 1 to 3, with symptoms of sensorineural hearing loss (SNHL), retinitis pigmentosa (RP), and vestibular dysfunction. There are currently nine confirmed and two suspected USH-causative genes, and a further three candidate loci have been mapped. The proteins encoded by these genes form complexes that play critical roles in the development and maintenance of cellular structures within the inner ear and retina, which have minimal capacity for repair or regeneration. In the cochlea, stereocilia are located on the apical surface of inner ear hair cells (HC) and are responsible for transducing mechanical stimuli from sound pressure waves into chemical signals. These signals are then detected by the auditory nerve fibers, transmitted to the brain and interpreted as sound. Disease-causing mutations in USH genes can destabilize the tip links that bind the stereocilia to each other, and cause defects in protein trafficking and stereocilia bundle morphology, thereby inhibiting mechanosensory transduction. This review summarizes the current knowledge on Usher syndrome with a particular emphasis on mutations in USH genes, USH protein structures, and functional analyses in animal models. Currently, there is no cure for USH. However, the genetic therapies that are rapidly developing will benefit from this compilation of detailed genetic information to identify the most effective strategies for restoring functional USH proteins.",0,0,scopus,"['direct links', 'cellular telephone systems', 'vision systems', 'relay channels', 'maintenance process', 'computer software maintenance', 'digital signal processors', 'cooperative communication', 'robots', 'wireless', 'cellular radio systems', 'mimo systems', 'computer vision', 'cellular', 'digital signals']",Ullrich congenital muscular dystrophy,[],"['Copyright', 'syndrome', 'autosomal', 'recessive', 'disorder', 'senses', 'hearing', 'vision', 'balance', 'types', 'severity', 'symptoms', 'sensorineural', 'hearing', 'loss', 'retinitis', 'pigmentosa', 'vestibular', 'dysfunction', 'USH', 'causative', 'genes', 'further', 'candidate', 'loci', 'proteins', 'genes', 'form', 'complexes', 'critical', 'roles', 'development', 'maintenance', 'cellular', 'structures', 'inner', 'ear', 'retina', 'minimal', 'capacity', 'repair', 'regeneration', 'cochlea', 'stereocilia', 'apical', 'surface', 'inner', 'ear', 'hair', 'cells', 'responsible', 'mechanical', 'stimuli', 'sound', 'pressure', 'waves', 'chemical', 'signals', 'signals', 'auditory', 'nerve', 'fibers', 'brain', 'sound', 'Disease', 'mutations', 'genes', 'tip', 'links', 'stereocilia', 'other', 'defects', 'protein', 'trafficking', 'stereocilia', 'bundle', 'morphology', 'mechanosensory', 'transduction', 'review', 'current', 'knowledge', 'syndrome', 'particular', 'emphasis', 'mutations', 'genes', 'protein', 'structures', 'functional', 'analyses', 'animal', 'models', 'cure', 'genetic', 'therapies', 'compilation', 'detailed', 'genetic', 'information', 'effective', 'strategies', 'functional', 'proteins']"
84,84,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85093689062&origin=inward,Reactive oxygen species and oxidative stress in the pathogenesis and progression of genetic diseases of the connective tissue,"© 2020 by the authors. Licensee MDPI, Basel, Switzerland.Connective tissue is known to provide structural and functional “glue” properties to other tissues. It contains cellular and molecular components that are arranged in several dynamic organizations. Connective tissue is the focus of numerous genetic and nongenetic diseases. Genetic diseases of the connective tissue are minority or rare, but no less important than the nongenetic diseases. Here we review the impact of reactive oxygen species (ROS) and oxidative stress on the onset and/or progression of diseases that directly affect connective tissue and have a genetic origin. It is important to consider that ROS and oxidative stress are not synonymous, although they are often closely linked. In a normal range, ROS have a relevant physiological role, whose levels result from a fine balance between ROS producers and ROS scavenge enzymatic systems. However, pathology arises or worsens when such balance is lost, like when ROS production is abnormally and constantly high and/or when ROS scavenge (enzymatic) systems are impaired. These concepts apply to numerous diseases, and connective tissue is no exception. We have organized this review around the two basic structural molecular components of connective tissue: The ground substance and fibers (collagen and elastic fibers).",0,0,scopus,"['cellular telephone systems', 'component', 'software', 'optical fibers', 'wireless', 'cellular radio systems', 'sensors', 'cellular']",Ullrich congenital muscular dystrophy,"['Reactive', 'oxygen', 'species', 'oxidative', 'stress', 'pathogenesis', 'progression', 'genetic', 'diseases', 'connective', 'tissue']","['authors', 'Connective', 'tissue', 'structural', 'functional', '“', 'glue', 'properties', 'other', 'tissues', 'cellular', 'molecular', 'components', 'several', 'dynamic', 'organizations', 'Connective', 'tissue', 'focus', 'numerous', 'genetic', 'nongenetic', 'diseases', 'Genetic', 'diseases', 'connective', 'tissue', 'minority', 'rare', 'important', 'nongenetic', 'diseases', 'impact', 'reactive', 'oxygen', 'species', 'oxidative', 'stress', 'onset', 'progression', 'diseases', 'connective', 'tissue', 'genetic', 'origin', 'important', 'oxidative', 'stress', 'synonymous', 'normal', 'range', 'relevant', 'physiological', 'role', 'levels', 'fine', 'balance', 'producers', 'enzymatic', 'systems', 'pathology', 'worsens', 'such', 'balance', 'production', 'high', 'scavenge', 'enzymatic', 'systems', 'concepts', 'numerous', 'diseases', 'connective', 'tissue', 'exception', 'review', 'basic', 'structural', 'molecular', 'components', 'connective', 'tissue', 'ground', 'substance', 'fibers', 'collagen', 'elastic', 'fibers']"
85,85,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091775080&origin=inward,Biallelic mutations in Tenascin-X cause classical-like Ehlers-Danlos syndrome with slowly progressive muscular weakness,"© 2020 Elsevier B.V.Tenascin-X, is an extracellular matrix glycoprotein expressed in skin, muscle, tendons, and blood vessels with an anti-adhesive function. Biallelic Tenascin-X mutations cause classical-like Ehlers-Danlos syndrome. We report a 46-year-old woman with slowly progressive weakness of the lower limbs and myalgia from age 28 years. In the past she had Raynaud's phenomenon, multiple sprains and joint dislocations, conjunctival haemorrhages and a colonic perforation during colonoscopy. Neurologic examination showed moderate asymmetric proximal and axial muscular weakness, distal amyotrophy of 4 limbs, moderate skin hyperextensibility, and hypermobility of distal joints of fingers. Whole body Magnetic Resonance Imaging showed symmetric fatty infiltration of thigh and leg muscles, with predominant atrophy of thighs. Next Generation Sequencing revealed two pathogenic TNXB variants, g.32024681C>G, c.7826–1G>C, and g.32016181dup, c.9998dupA, p.(Asn3333Lysfs*35). Western Blot and immunofluorescence studies confirmed a marked Tenascin-X reduction in both patient's serum and muscle. Here we further detail the clinical and genetic spectrum of a patient with classical-like Ehlers-Danlos syndrome and prominent muscle involvement.",0,0,scopus,"['computerized tomography', 'x-ray computed tomography', 'fiber lasers', 'photonic crystal fibers', 'humanoid robot', 'imaging systems', 'frequency bands', 'anthropomorphic robots', 'higher-order modes', 'full body', 'antennas', 'image reconstruction']",Ullrich congenital muscular dystrophy,"['Biallelic', 'mutations', 'classical', 'like', 'syndrome', 'progressive', 'muscular', 'weakness']","['extracellular', 'matrix', 'glycoprotein', 'skin', 'muscle', 'tendons', 'blood', 'vessels', 'anti', '-', 'adhesive', 'function', 'mutations', 'classical', 'like', 'syndrome', '46-year', 'old', 'woman', 'progressive', 'weakness', 'lower', 'limbs', 'myalgia', 'age', 'years', 'past', 'phenomenon', 'multiple', 'sprains', 'joint', 'dislocations', 'conjunctival', 'haemorrhages', 'colonic', 'perforation', 'colonoscopy', 'Neurologic', 'examination', 'moderate', 'asymmetric', 'proximal', 'axial', 'muscular', 'weakness', 'distal', 'amyotrophy', 'limbs', 'moderate', 'skin', 'hyperextensibility', 'hypermobility', 'distal', 'joints', 'fingers', 'Whole', 'body', 'symmetric', 'fatty', 'infiltration', 'thigh', 'leg', 'muscles', 'predominant', 'atrophy', 'thighs', 'Next', 'pathogenic', 'variants', 'G', 'C', 'g.32016181dup', 'p.(Asn3333Lysfs*35', 'Western', 'immunofluorescence', 'studies', 'marked', 'reduction', 'patient', 'serum', 'muscle', 'clinical', 'genetic', 'spectrum', 'patient', 'classical', 'like', 'syndrome', 'prominent', 'muscle', 'involvement']"
86,86,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091258305&origin=inward,The Common miRNA Signatures Associated with Mitochondrial Dysfunction in Different Muscular Dystrophies,"© 2020 American Society for Investigative PathologySecondary mitochondrial damage in skeletal muscles is a common feature of different neuromuscular disorders, which fall outside the mitochondrial cytopathies. The common cause of mitochondrial dysfunction and structural changes in skeletal muscle tissue remains to be discovered. Although they are associated with different clinical, genetic, and pathologic backgrounds, the pathomechanisms underlying neuromuscular disorders might be attributed to the complex interaction and cross talk between mitochondria and the associated miRNAs. This study aimed to identify the common miRNA signatures that are associated with mitochondrial damage in different muscular dystrophies (MDs; Duchenne muscular dystrophy, megaconial congenital muscular dystrophy, Ullrich congenital muscular dystrophy, and α-dystroglycanopathy). The miRNome profiles of skeletal muscle biopsies acquired from four different MD groups and control individuals were analyzed by miRNA microarray. We identified 17 common up-regulated miRNAs in all of the tested MD groups. A specific bioinformatics approach identified 10 of these miRNAs to be specifically related to the mitochondrial pathways. Six miRNAs, miR-134-5p, miR-199a-5p, miR-382-5p, miR-409-3p, miR-497-5p, and miR-708-5p, were associated with the top four mitochondrial pathways and were thus selected as priority candidates for further validation by quantitative real-time PCR analysis. We demonstrate, for the first time, common up-regulated miRNAs that are associated with mitochondrial damage in different MD groups, therefore contributing to the pathophysiology. Our findings may open a new gate toward therapeutics.",0,0,scopus,"['damage detection', 'validation', 'interactive computer systems', 'computer science', 'local binary patterns', 'multi-modal interactions', 'structural damages', 'verification and validation', 'structural health monitoring', 'bioinformatics', 'content based retrieval']",Ullrich congenital muscular dystrophy,['Dystrophies'],"['mitochondrial', 'damage', 'skeletal', 'muscles', 'common', 'feature', 'different', 'neuromuscular', 'disorders', 'mitochondrial', 'cytopathies', 'common', 'cause', 'mitochondrial', 'dysfunction', 'structural', 'changes', 'skeletal', 'muscle', 'tissue', 'different', 'clinical', 'genetic', 'pathologic', 'backgrounds', 'pathomechanisms', 'neuromuscular', 'disorders', 'complex', 'interaction', 'cross', 'talk', 'mitochondria', 'associated', 'study', 'common', 'signatures', 'mitochondrial', 'damage', 'different', 'muscular', 'dystrophies', 'MDs', 'muscular', 'dystrophy', 'megaconial', 'congenital', 'muscular', 'dystrophy', 'congenital', 'muscular', 'dystrophy', 'α', 'dystroglycanopathy', 'profiles', 'skeletal', 'muscle', 'biopsies', 'different', 'groups', 'control', 'individuals', 'common', 'groups', 'specific', 'bioinformatics', 'approach', 'mitochondrial', 'pathways', 'top', 'mitochondrial', 'pathways', 'priority', 'candidates', 'further', 'validation', 'quantitative', 'real', 'time', 'PCR', 'analysis', 'first', 'time', 'common', 'mitochondrial', 'damage', 'different', 'groups', 'pathophysiology', 'findings', 'new', 'gate', 'therapeutics']"
87,87,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088974829&origin=inward,"Collagen: quantification, biomechanics and role of minor subtypes in cartilage","© 2020, Springer Nature Limited.Collagen is a ubiquitous biomaterial in vertebrate animals. Although each of its 28 subtypes contributes to the functions of many different tissues in the body, most studies on collagen or collagenous tissues have focused on only one or two subtypes. With recent developments in analytical chemistry, especially mass spectrometry, substantial advances have been made towards quantifying the different collagen subtypes in various tissues; however, high-throughput and low-cost methods for collagen-subtype quantification do not yet exist. In this Review, we introduce the roles of collagen subtypes and crosslinks and describe modern assays that enable a deep understanding of tissue physiology and disease states. Using cartilage as a model tissue, we describe the roles of major and minor collagen subtypes in detail, discuss known and unknown structure–function relationships and show how tissue engineers may harness the functional characteristics of collagen to engineer robust neotissues.",0,0,scopus,"['pervasive', 'ubiquitous computing', 'pervasive environments', 'mobile computing', 'optical fibers', 'investments', 'engineers', 'user interfaces', 'pervasive computing', 'investment costs']",Ullrich congenital muscular dystrophy,"['Collagen', 'quantification', 'biomechanics', 'role', 'minor', 'subtypes', 'cartilage']","['ubiquitous', 'biomaterial', 'vertebrate', 'animals', 'subtypes', 'contributes', 'functions', 'many', 'different', 'tissues', 'body', 'most', 'studies', 'collagen', 'collagenous', 'tissues', 'subtypes', 'recent', 'developments', 'analytical', 'chemistry', 'mass', 'spectrometry', 'substantial', 'advances', 'different', 'collagen', 'subtypes', 'various', 'tissues', 'high', 'throughput', 'low', 'cost', 'methods', 'collagen', 'subtype', 'quantification', 'roles', 'collagen', 'subtypes', 'crosslinks', 'modern', 'assays', 'deep', 'understanding', 'tissue', 'physiology', 'disease', 'states', 'cartilage', 'model', 'tissue', 'roles', 'major', 'minor', 'collagen', 'subtypes', 'detail', 'known', 'unknown', 'structure', 'function', 'relationships', 'tissue', 'engineers', 'functional', 'characteristics', 'collagen', 'robust', 'neotissues']"
88,88,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092601398&origin=inward,The Polyphenol Pterostilbene Ameliorates the Myopathic Phenotype of Collagen VI Deficient Mice via Autophagy Induction,"© Copyright © 2020 Metti, Gambarotto, Chrisam, Baraldo, Braghetta, Blaauw and Bonaldo.The induction of autophagy, the catabolic pathway by which damaged or unnecessary cellular components are subjected to lysosome-mediated degradation and recycling, is impaired in Collagen VI (COL6) null mice and COL6-related myopathies. This autophagic impairment causes an accumulation of dysfunctional mitochondria, which in turn leads to myofiber degeneration. Our previous work showed that reactivation of autophagy in COL6-related myopathies is beneficial for muscle structure and function both in the animal model and in patients. Here we show that pterostilbene (Pt)—a non-toxic polyphenol, chemically similar to resveratrol but with a higher bioavailability and metabolic stability—strongly promotes in vivo autophagic flux in the skeletal muscle of both wild-type and COL6 null mice. Reactivation of autophagy in COL6-deficient muscles was also paralleled by several beneficial effects, including significantly decreased incidence of spontaneous apoptosis, recovery of ultrastructural defects and muscle remodeling. These findings point at Pt as an effective autophagy-inducing nutraceutical for skeletal muscle with great potential in counteracting the major pathogenic hallmarks of COL6-related myopathies, a valuable feature that may be also beneficial in other muscle pathologies characterized by defective regulation of the autophagic machinery.",0,0,scopus,"['cellular telephone systems', 'component', 'software', 'hierarchical system', 'hierarchical model', 'asymptotic stability', 'wireless', 'cellular radio systems', 'channel capacity', 'lyapunov functions', 'cellular network', 'adaptive control systems', 'cellular system', 'cellular', 'global stability']",Ullrich congenital muscular dystrophy,[],"['Copyright', 'induction', 'autophagy', 'catabolic', 'pathway', 'unnecessary', 'cellular', 'components', 'lysosome', 'degradation', 'recycling', 'null', 'mice', 'COL6-related', 'myopathies', 'autophagic', 'impairment', 'accumulation', 'dysfunctional', 'mitochondria', 'turn', 'myofiber', 'degeneration', 'previous', 'work', 'reactivation', 'autophagy', 'COL6-related', 'myopathies', 'beneficial', 'muscle', 'structure', 'function', 'animal', 'model', 'patients', 'pterostilbene', 'non', '-', 'toxic', 'polyphenol', 'similar', 'higher', 'bioavailability', 'metabolic', 'stability', 'vivo', 'flux', 'skeletal', 'muscle', 'wild', 'type', 'null', 'mice', 'Reactivation', 'autophagy', 'muscles', 'several', 'beneficial', 'effects', 'incidence', 'spontaneous', 'apoptosis', 'recovery', 'ultrastructural', 'defects', 'muscle', 'remodeling', 'findings', 'effective', 'autophagy', 'nutraceutical', 'skeletal', 'muscle', 'great', 'potential', 'major', 'pathogenic', 'hallmarks', 'COL6-related', 'myopathies', 'valuable', 'feature', 'beneficial', 'other', 'muscle', 'pathologies', 'defective', 'regulation', 'autophagic', 'machinery']"
